gene,mean_in_cluster,mean_out_cluster,mean_difference,t_stat,p_value
ENSG00000092853,2.3324951515151513,-0.46762872876878775,2.800123880283939,22.610867185898876,2.0803646244096923e-78
ENSG00000161800,5.01646303030303,3.1330452335455523,1.883417796757478,22.08836723723581,9.654662456882377e-76
ENSG00000146918,4.071185454545454,2.35426114793794,1.7169243066075146,22.173387583027903,2.5401852113902393e-75
ENSG00000149503,4.322425454545455,2.6325102674838803,1.6899151870615743,22.0337762011324,4.87990189995452e-75
ENSG00000175305,2.816748484848485,0.42998288820033737,2.3867655966481474,22.27189703695844,2.1447489642451682e-73
ENSG00000104738,6.193689696969697,4.228826863475015,1.9648628334946823,21.550569154378945,6.898086146166768e-73
ENSG00000072501,5.167156969696969,3.4996500712198513,1.667506898477118,21.762246650296312,3.901409244995375e-72
ENSG00000138160,3.7345121212121217,1.48867390122797,2.245838219984152,21.18803595478631,3.038969914359854e-71
ENSG00000136824,3.697238787878788,2.0163134602823285,1.6809253275964595,21.529630760778343,4.236225949326015e-71
ENSG00000012048,3.3156072727272727,1.4565816253659045,1.8590256473613682,21.448352870420845,6.14152638101944e-71
ENSG00000138778,2.016250303030303,-0.5004243187178836,2.5166746217481863,21.090955054398286,7.02780511074668e-71
ENSG00000102384,2.0806806060606062,-0.3265157323452418,2.407196338405848,21.04211463552484,8.481212335814574e-71
ENSG00000143476,3.6801381818181818,1.2293761917098507,2.4507619901083313,21.019519078907532,1.1390602241525346e-70
ENSG00000118193,1.6039981818181817,-1.1958398192452047,2.799838001063386,20.89072665192363,4.918049994066902e-70
ENSG00000090889,3.3907975757575755,0.8878922584808507,2.5029053172767246,20.581322263310238,1.6539075862774214e-68
ENSG00000169679,3.846769090909091,1.4039072428094628,2.4428618480996285,20.50122428111824,4.343537738869865e-68
ENSG00000139618,1.7906751515151513,-0.5127615798595792,2.3034367313747306,20.555633048846474,7.668437702956436e-68
ENSG00000123473,2.535944848484849,0.3834405999349552,2.1525042485498935,20.443910938865386,3.315879788667764e-67
ENSG00000174442,3.608318787878788,2.124670924885552,1.483647862993236,20.316771355201226,7.64648408376769e-66
ENSG00000094804,3.8968884848484846,1.3800569126239015,2.516831572224583,20.15926985445586,8.386354581167093e-66
